record_id,scientificName,Species_Status,Extinction.extirpation,Record_certainty,Reference,Quote,Year_last_record_min,Year_last_record_max,Place_last_record,Coordinates_used_for_centre_point,Coordinates_accuracy,Abbot_fox,buffer_distance,centroid_Longitude,centroid_Latitude,predator,max_arrival,min_arrival,attributed_to,min_years_since,max_years_since
pop_45,Dasyurus viverrinus,Extinct from mainland,Mainland,Unconfirmed,"Hope, B., Soderquist, T. and Eldridge, M.D., 2019. Eastern quoll (Dasyurus viverrinus Shaw, 1800): a review of recent sightings on mainland Australia. Australian mammalogy, 42(2), pp.144-151.","Here we document numerous post-1963 records, the most noteworthy including: a photograph of an eastern quoll (reported to be taken in 2013 in the Nungatta area of NSW), records from Wollemi National Park (2002 and 2006) and multiple observations from the 1990s from around Barrington Tops and Carrai. There has been insufficient recent mammal survey effort to definitively support these public reports but at this stage there are sufficient recent credible records to consider that this species may not be extinct on mainland Australia.",1990,1999,"Barrington Tops and Carrai, NSW","Barrington Tops, New South Wales",Place,,10000 m,151.517185,-31.85342845,Cats,1830,1820,Cats,160,179
pop_46,Isoodon auratus,Extant,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",Table 1,1857,1857,"Western Division, NSW",Wilcannia,Region,,Regional polygon,143.9853199,-31.43073893,Cats,1880,1830,Cats,-23,27
pop_47,Isoodon auratus,Extant,State,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""Further, the species > 350 g that had no post-1860 record were all species known or suspected to be susceptible to predation by feral cats. These were Potorous platyops and Lagorchestes hirsutus in Western Australia, and Onychogalea lunata, Dasyurus geoffroii and Isoodon auratus in western New South Wales.",1860,1860,Western NSW,Wilcannia,Region,,Regional polygon,143.9606272,-32.05107664,Cats,1880,1830,Cats,-20,30
pop_48,Isoodon auratus,Extant,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""The year of last known record in the Nullarbor region is shown in parentheses: Isoodon auratus (1922), Onychogalea lunata (1927-28), Antechinomys laniger (1927-28), Bettongia lesueur (1928), Dasycercus cristicauda (1928), Bettongia penicillata (1938), Perameles bougainville (1938), Macrotis lagotis (1938), Dasyurus geoffroii (1938) and Leporillus conditor (1938) (Brooker 1977; Boscacci et al. 1987).",1922,1922,Nullarbor,Nullarbor,Region,,Regional polygon,127.6237617,-30.91428508,Cats,1890,1870,Cats,32,52
pop_49,Isoodon auratus,Extant,State,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""Canning Stock Route, Great Sandy Desert, Western Australia 1930-31: """"Lipfert collected 14 species of native mammal (Abbott 2013): Dasyurus geoffroii (well 46), Dasycercus cristicauda/blythi (wells 26-29, 31, 33-36, 41-47, 49), Phascogalec alura( well 44), Notoryctesc aurinus (well 43), Antechinomys laniger (Sturt Creek), Sminthopsis hirtipes (well 29), S. youngsoni (wells 24, 26), Isoodon auratus (wells 31, 33, 41, 43-46), Perameles eremiana (wells 45-46), Macrotis lagotis (well 31), Lagorchestehs irsutus (wells 24, 26, 28-29, 44-45), Trichosurus vulpecula (well 43), and Notomys alexis (wells 24, 26, 43). All of these wells lie to the north of the Tropic of Capricorn, a region in which foxes had not been recorded in 1930-31.""""",1930,1931,"Wells 31, 33, 41, 43-46, Canning Stock Route WA","Well 43, Canning Stock Route WA",Region,,Regional polygon,125.5218962,-21.7123066,Cats,1890,1880,Cats,40,51
pop_50,Lagorchestes asomatus,Globally extinct,Global,Confirmed,IUCN 2023,"""""The only known specimen of the Kuluwarri was taken in 1932. Surveys in Northern Territory and Western Australia have failed to locate it. Older western desert Aboriginal people stated that it disappeared between 1940 and 1960 (Burbidge et al. 1988)...The single specimen was collected between Mt Farewell and Lake Mackay, Northern Territory in 1932. Older western desert Aboriginal people remembered an animal that, noting its behaviour, was almost certainly this species, from the Great Sandy, Gibson and Tanami Deserts (Burbidge et al. 1988). However, the identity cannot be certain, as these authors had no knowledge at the time of the former occurrence of the Desert Bettong Bettongia anhydra in the region.""""",1932,1932,"Between Mt Farewell and Lake Mackay, Northern Territory",Lake MacKay,Place,,10000 m,130.4855181,-22.47586258,Cats,1890,1880,Cats,42,52
pop_51,Lagorchestes asomatus,Globally extinct,Global,Unconfirmed,IUCN 2023,"""""The only known specimen of the Kuluwarri was taken in 1932. Surveys in Northern Territory and Western Australia have failed to locate it. Older western desert Aboriginal people stated that it disappeared between 1940 and 1960 (Burbidge et al. 1988)...The single specimen was collected between Mt Farewell and Lake Mackay, Northern Territory in 1932. Older western desert Aboriginal people remembered an animal that, noting its behaviour, was almost certainly this species, from the Great Sandy, Gibson and Tanami Deserts (Burbidge et al. 1988). However, the identity cannot be certain, as these authors had no knowledge at the time of the former occurrence of the Desert Bettong Bettongia anhydra in the region.""""",1940,1960,"Great Sandy, Gibson and Tanami Deserts",Gibson Desert,Region,,Regional polygon,127.9360015,-21.95270776,Cats,1890,1860,Cats,50,100
pop_52,Lagorchestes hirsutus,Extinct from mainland,Mainland,Confirmed,"Eldridge, M.D.B., Kinnear, J.E., Zenger, K.R., McKenzie, L.M. and Spencer, P.B.S., 2004. Genetic diversity in remnant mainland and “pristine” island populations of three endemic Australian macropodids (Marsupialia): Macropus eugenii, Lagorchestes hirsutus and Petrogale lateralis. Conservation Genetics, 5, pp.325-338.","""""the last known wild population which disappeared from the Tanami Desert (Figure 1) in 1991 (Langford and Burbidge 2001).""""",1991,1991,Tanami Desert,Tanami Desert,Region,,Regional polygon,131.1037036,-20.14331419,Cats,1890,1870,Cats,101,121
pop_53,Lagorchestes hirsutus,Extinct from mainland,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.","""""The apparent persistence of the Bilby in southwestern Australia for nearly 50 years after the last specimen was collected has an interesting implication for 11 other mammal species that were last collected in south-western Australia last century or early in the 1900s. These species, with their last year of collection and the collector, are: Notomys longicaudatus, N. macrotis, Pseudomys fieldi, P. nanus, Rattus tunneyi and Chaeropus ecaudatus (1840s, John Gilbert); Potorous platyops (1875, William Webb); Lagorchestes hirsutus (1896, John Tunney); Perameles bougainville and Lagostrophus fasciatus (1906, Guy Shortridge); and Onychogalea lunata (1908, John Tunney). In addition, Bettongia lesueur was last collected in south-western Australia in 1942 (by Norman Hall).""""",1896,1896,South-west Australia,Perth,Region,,Regional polygon,118.8295276,-31.83094646,Cats,1890,1830,Cats,6,66
pop_54,Lagorchestes hirsutus,Extinct from mainland,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""Canning Stock Route, Great Sandy Desert, Western Australia 1930-31: """"Lipfert collected 14 species of native mammal (Abbott 2013): Dasyurus geoffroii (well 46), Dasycercus cristicauda/blythi (wells 26-29, 31, 33-36, 41-47, 49), Phascogalec alura( well 44), Notoryctesc aurinus (well 43), Antechinomys laniger (Sturt Creek), Sminthopsis hirtipes (well 29), S. youngsoni (wells 24, 26), Isoodon auratus (wells 31, 33, 41, 43-46), Perameles eremiana (wells 45-46), Macrotis lagotis (well 31), Lagorchestehs irsutus (wells 24, 26, 28-29, 44-45), Trichosurus vulpecula (well 43), and Notomys alexis (wells 24, 26, 43). All of these wells lie to the north of the Tropic of Capricorn, a region in which foxes had not been recorded in 1930-31.""""",1930,1931,"Wells 24, 26, 28-29, 44-45, Canning Stock Route WA","Well 44, Canning Stock Route WA",Region,,Regional polygon,124.7590353,-22.24010155,Cats,1890,1880,Cats,40,51
pop_55,Lagorchestes hirsutus,Extinct from mainland,Region,Confirmed,"Abbott, I., Peacock, D. and Short, J., 2014. The new guard: the arrival and impacts of cats and foxes. Carnivores of Australia: past, present and future, pp.69-104.","""""Further, the species > 350 g that had no post-1860 record were all species known or suspected to be susceptible to predation by feral cats. These were Potorous platyops and Lagorchestes hirsutus in Western Australia, and Onychogalea lunata, Dasyurus geoffroii and Isoodon auratus in western New South Wales.",1860,1860,Western Australia,Western Australia,State,,Regional polygon,122.2867347,-25.33596911,Cats,1890,1830,Cats,-30,30
pop_56,Lagostrophus fasciatus,Extinct from mainland,Region,Confirmed,"Abbott I. 2001. The Bilby Macrotis lagotis (Marsupialia: Peramelidae) in south-western Australia: original range limits, subsequent decline, and presumed regional extinction. RECORDS-WESTERN AUSTRALIAN MUSEUM 20:271-306.","""""The apparent persistence of the Bilby in southwestern Australia for nearly 50 years after the last specimen was collected has an interesting implication for 11 other mammal species that were last collected in south-western Australia last century or early in the 1900s. These species, with their last year of collection and the collector, are: Notomys longicaudatus, N. macrotis, Pseudomys fieldi, P. nanus, Rattus tunneyi and Chaeropus ecaudatus (1840s, John Gilbert); Potorous platyops (1875, William Webb); Lagorchestes hirsutus (1896, John Tunney); Perameles bougainville and Lagostrophus fasciatus (1906, Guy Shortridge); and Onychogalea lunata (1908, John Tunney). In addition, Bettongia lesueur was last collected in south-western Australia in 1942 (by Norman Hall).""""",1906,1906,South-west Australia,Perth,Region,,Regional polygon,118.8295276,-31.83094646,Cats,1890,1830,Cats,16,76
pop_57,Lagostrophus fasciatus,Extinct from mainland,Mainland,Confirmed,"Helgen, K.M. and Flannery, T.F., 2003. Taxonomy and historical distribution of the wallaby genus Lagostrophus. Australian Journal of Zoology, 51(3), pp.199-212.","""""the last records being museum specimens collected by G. C. Shortridge in 1905-1906"""", """"Most of Western Australia south of the arid zone... (Fig. 1)""""",1905,1906,South-west Australia,Perth,Region,,Regional polygon,118.8295276,-31.83094646,Cats,1890,1830,Cats,15,76
pop_58,Leporillus apicalis,Globally extinct,Global,Confirmed,IUCN 2023,"""""The last two specimens were collected by Norman Tindale, near Mt Crombie, south of the Musgrave Ranges in north-western South Australia in July 1933.""""",1933,1933,"Norman Tindale, near Mt Crombie, south of the Musgrave Ranges in north-western South Australia",Mount Crombie,Place,,10000 m,130.8107872,-26.64722371,Cats,1890,1880,Cats,43,53
pop_59,Leporillus apicalis,Globally extinct,Global,Unconfirmed,IUCN 2023,"""""May have been as late as the 1970s, as a large rodent captured and released in 1970 in a cave west of the Canning Stock Route, Western Australia, may have been this species (Robinson and Burbidge 2008)... There have been unconfirmed reports since, including one from 1970, and occasional reports of fresh vegetation being added to old stick-nests, but there seems little doubt that the species is Extinct.""""",1970,1979,"Canning Stock Route, Western Australia",Little Sandy Desert,Region,,Regional polygon,123.9976811,-22.55308154,Cats,1890,1870,Cats,80,109
pop_60,Leporillus apicalis,Globally extinct,State,Confirmed,"Lunney, D., 2001. Causes of the extinction of native mammals of the Western Division of New South Wales: an ecological interpretation of the nineteenth century historical record. The Rangeland Journal, 23(1), pp.44-70.",Table 1,1883,1883,"Western Division, NSW",Wilcannia,Region,,Regional polygon,143.9853199,-31.43073893,Cats,1880,1830,Cats,3,53
pop_61,Leporillus apicalis,Globally extinct,State,Confirmed,"Cole, J.R. and Woinarski, J.C.Z., 2000. Rodents of the arid Northern Territory: conservation status and distribution. Wildlife Research, 27(4), pp.437-449.","""""the last specimen was documented in the Northern Territory in about 1895 (Parker 1973), but Aboriginal information suggested that the species persisted in rocky refugia until about the 1940s (Burbidge et al. 1988; Robinson et al. 2000).""""",1895,1895,South Northern Territory,Alice Springs,Region,,Regional polygon,133.4945069,-24.41040146,Cats,1890,1870,Cats,5,25
pop_62,Leporillus apicalis,Globally extinct,State,Unconfirmed,"Cole, J.R. and Woinarski, J.C.Z., 2000. Rodents of the arid Northern Territory: conservation status and distribution. Wildlife Research, 27(4), pp.437-449.","""""the last specimen was documented in the Northern Territory in about 1895 (Parker 1973), but Aboriginal information suggested that the species persisted in rocky refugia until about the 1940s (Burbidge et al. 1988; Robinson et al. 2000).""""",1940,1949,South Northern Territory,Alice Springs,Region,,Regional polygon,133.4945069,-24.41040146,Cats,1890,1870,Cats,50,79
pop_63,Leporillus apicalis,Globally extinct,State,Confirmed,"Seebeck, J. and Menkhorst, P., 2000. Status and conservation of the rodents of Victoria. Wildlife Research, 27(4), pp.357-369.","""""Lesser stick-nest rat, Leporillus apicalis: Now extinct, the lesser stick-nest rat was collected only from the far north-west of the state, by the Blandowski expe- dition, in 1856–57 (Krefft 1866; Wakefield 1966a, 1966b). It was apparently common in the riverine environments along the Murray River""""",1856,1857,North-west Victoria,Murray-Sunset National Park,Region,,Regional polygon,142.0567641,-35.2074049,Cats,1860,1840,Cats,-4,17
